ref,date,riskRating,category,location,details
SCA14.0664,2014-08-26,Minor,,,CM was advised by [REDACTED 1] that she had been in the toilets and heard a crash. She found [REDACTED 2] lying on the floor and helped her back to her tent. CM went to check on [REDACTED 2] and found her lying on the floor. CM summoned medical assistance
SCA14.0768,2014-09-24,Minor,Suicidal Ideation,RPC3 - Area 3,"During a conversation between CM and POI it was observed that her mood was very low and she is currently suffering from significant depression as a result of recently being transfereed from Melbourne to Nauru. POI stated that 'we might as well be given poison so that we can all die'.
 CM has assisted POI to write a referral to IHMS for mental health services, furthermore CM is requesting Whiskey Welfare to check in on POI to ensure her safety needs are met at this time."
SCA14.0786,2014-09-27,Information,Complaint,RPC3 - Volleyball area,During a meeting this afternoon all POI have informed CM that the children in OPC3 have all unanimously decided that they will not be attending school for the duration of next week as a sit in protest.
SCA14.0787,2014-09-27,Information,Complaint,RPC3 - Volleyball area,"During a meeting this afternoon all three witnesses informed CM of the same information regarding an incident that had occurred the previous evening. Witnesses informed CM that a young person had swen her lips together, one of the officers [REDACTED 1] had gone to the young person's room to see her. The officer then went to his station with other officers and they all began laughing. Witnesses approached the officer asking what they were laughing about, the officers informed witnesses that they had told a joke and were laughing about it.
 Witnesses then stated that the young person's father had approached officers the next evening seeking an apology from officer [REDACTED 1] for laughing at his daughter. The young person's father at this time was informed that the officer [REDACTED 1] was at the airport, allegedly this is the reason the father then went and significantly self-harmed."
SCA14.0800,2014-09-28,Information,Suicidal Ideation,RPC3 - Mess,"During a meeting POI (1) disclosed to CM that if he and his family were not granted freedom soon he would kill himself. He stated that he feels responsible for bringing his family here and his wife and two adults sons deserve a future that he could not provide for them because he did not get on a boat and come here to be resettled in Nauru or Cambodia. Furthermore, POI (1) stated that he will kill his whole family include the children because they deserve more out of life.
 POI (2) stated that if she hears that one person leaves Christmas Island to go to Australia she would kill herself, because there is no point in living as a result of the unfairness of the Australian Government.
 POI (3) stated the Australian Government's policy has changed, everyone is lying to us and we might as well be dead. He reported that it will be better if his family is dead."
SCA14.0886,2014-10-07,Information,INFORMATION,"RPC3, VOLLEYBALL AREA","DURING A CONVERSATION WITH POI THIS AFTERNOON, HE INFORMED WITNESS THAT IF HE DID NOT RECEIVE NEW CLOTHES FOR HIS 2 YOUNG DAUGHTERS SOON WITHOUT HAVING TO EXCHANGE HIS OLD ONES, HE IS GOING TO THROW THE CHILDREN'S OLD CLOTHES IN THE RUBBISH BIN AND LET HIS 2 YOUNG DAUGHTERS RUN AROUND NAKED. FURTHERMORE POI REPORTED THAT WHILE THE GIRLS ARE RUNNING AROUND NAKED HE IS GOING TO WRITE ON THEIR BACKS THAT THEY DESERVE FREEDOM"
SCA14.1046,2014-11-04,Information,,,"DURING REGULAR CM VISIT WITH [REDACTED], SHE ADVISED THAT SHE WAS TIRED OF LIVING IN PRISON. ALSO STATING SHE IS UNWELL AND SUFFERING FROM CONSTANT PAIN THAT IHMS WILL NOT TREAT HER EFFECTIVILY. DURING FURTHER DISCUSSION SHE ADVISED THAT SHE WILL HOLD IN THERE FOR HER DAUGHTER"
SCA14.0137,2014-03-24,Information,SELF-HARM THREAT,OPC3 - SAFs,"On 24.3.2014 at approximately 11.30am [REDACTED 1] engaged in conversation with CM [REDACTED 2] regarding an issue about [REDACTED 1] request for property in Christmas Island which she did not have in Nauru. Whiles discussing this issue with CM [REDACTED 2] stated that ""if she did not have this issue resolved she would kill herself"". CM stated that she would have to report to security because [REDACTED 1] threatened self harm."
SCA14.0212,2014-05-03,Information,SELF-HARM THREAT,,[REDACTED 1] told caseworker she had to see her husband [REDACTED 2] today if not something bad would happen.
SCA14.0950,2014-10-16,Minor,Self-Harm,NAURU COLLEGE,SHOWING EVIDANCE OF SELF HARM
SCA14.0499,2014-07-23,Minor,,,[REDACTED 1] was witnessed by SCA worker assaulting his daughter [REDACTED 2] in the recreation tent.
SCA14.0991,2014-10-25,Major,,,Large group of teenagers refused to leave soccer pitch. [REDACTED 1] kicked soccer ball aggressively at staff member [REDACTED 2] and then proceeded to shoulder barge staff member.
SCA14.0244,2014-05-16,Minor,,,"Three young people ([REDACTED 1], [REDACTED 2],REDACTED 3]) refused to leave rec tent when advised that the session was for younger children. The three young people then refused to let the young children play and got in the way of the activities."
SCA14.0140,2014-03-25,Minor,,,[REDACTED] went to IHMS after appearing tired and restless at school
SCA14.0742,2014-09-16,Minor,,,[REDACTED] disclosed to teacher that his brother hit him across the face
SCA14.0562,2014-08-06,Major,,,"Writer witnessed 2 secondary students run away from toilet, laughing. They stated that when they went into the toilet, a man from the SAMs camp exited. Writer states it seems like a genuine mistake, however there were no security with him. This is a risk for children during school hours. Wilsons stated they were understaffed."
SCA14.0726,2014-09-10,Minor,,,[REDACTED] stated that he will be hit by his father if he goes back to camp.
SCA14.0741,2014-09-16,Minor,,,"Acting Education Manager notified of incident while waiting for bus. Education Manager spoke to the students separately. [REDACTED 1] said that her mother grabbed [REDACTED 2] by the ear and shouted at him because he hit her. [REDACTED 1] said her mother said ""Don't hit my daughter if you do it again I will kill you"". Case managers notified."
SCA14.0980,2014-10-22,Minor,Concern for minor raised,RPC1,ALLEGED THAT BROTHER HAS HIT AND KICKED HIM
SCA14.0988,2014-10-24,Minor,,,[REDACTED 1] became angry and aggressive when told next time his daughter could not get to school if the bus is late
SCA14.0989,2014-10-24,Minor,Physical Violence,RPC1,ALLEGED THAT BROTHER HAS HIT AND KICKED HIM
SCA14.1010,2014-10-28,Information,N/A,RPC1,STUDENT WAS REMOVED FROM A BUS FOR NOT HAVING AN ID CARD LEAVING THE STUDENT AS AN UNACCOMPANIED MINOR
SCA14.1114,2014-11-26,Minor,ASSULT ON A MINOR,"RPC1, SCHOOL","[REDACTED] WAS MISBEHAVING AT SCHOOL, WHEN INFORMED THAT SHE MOTHER AND CW WOULD BE ADVISED, SHE SAID THAT HER MOTHER WOULD HIT HER"
SCA14.1141,2014-12-02,Major,,,[REDACTED 1] had been crying a lot throughout the day at school. The teacher sent [REDACTED 1] to [REDACTED 2]'s office where she disclosed her father had hit her across the face the previous night following some issues with other families
SCA14.1148,2014-12-04,Minor,,,[REDACTED 1] stated to CSPW [REDACTED 2] that she needed to go to IHMS to take medication and if she did not do this her mother would hit her. [REDACTED 1] was crying
SCA14.1168,2014-12-08,Minor,,,[REDACTED] left the RPC1 School grounds through an open gate by the soccer field. No security were present and the gate had been left open. [REDACTED] was visibly upset and had tucked herself away between a green water tank and the accommodation block next to SAR. A recreation staff member was with [REDACTED]. I relieved the staff member and sat with [REDACTED] until she was ready to re-enter the controlled area SAR
SCA14.1181,2014-12-12,Minor,,,[REDACTED] BIT CASE MANAGER WHILE TRYING TO HOLD HER BACK FROM HAVING A PHYSICAL FIGHT WITH HER BROTHER
SCA14.0430,2014-07-08,Minor,,,[REDACTED] showing aggressive behaviour and shouting in her own language that she will kill herself. Writer has recommended [REDACTED] for a psychological assessment.
SCA14.1237,2014-02-01,Minor,FIGHTING,"RPC3, REC TENT","[REDACTED 1] REPORTEDLY SAID SOME BAD WORDS TO [REDACTED 2] BECAUSE SHE WAS CHECKING HERSELF OFF ON OUR ROLL. FIVE MINUTES LATER [REDACTED 1] WAS SEEN KICKING [REDACTED 2], THIS ESCALTED WITH [REDACTED 3] AND [REDACTED 4] ALSO JOINING IN PHYSICAL FIGHTING."
SCA14.0055,2014-02-13,,Theft,,Parents and children have been spoken to regarding breaking into storage tent and stealing
SCA14.0352,2014-06-27,Minor,,,Altercation at the playground. Children had to be separated by staff.
SCA14.0429,2014-07-08,Minor,,,Play fighting in Rec tent with another person. Damaged property and was unresponsive to staff requests.
SCA14.0551,2014-08-04,Information,,,SCA worker was given information by a child that client [REDACTED] threatened to vandal tables and chairs in the RPC3 Rec Tent
SCA14.0612,2014-08-20,Minor,,,[REDACTED 1] reportedly bit [REDACTED 2] on football pitch. Was in visible pain. Banned from Recreation for rest of day. No first aid required.
SCA14.0864,2014-10-04,Minor,Abusive / Aggressive Behaviour,"RPC3, AREA9","[REDACTED] ATTENDED THE REC CRICKET SESSION AND APPEARED TO BE IN AN AGITATED STATE. [REDACTED] WAS THEN BANNED FROM THE SESSION DUE TO FIGHTING. HE REFUSED TO LEAVE, STATING THAT HE WAS ANGRY AND GOING TO BREAK THINGS, HE THEN THREW CRICKET EQUIPMENT OVER THE FENCE. HE ALSO WENT OUTSIDE THE RPC3 FENCING AND STARTED TO WALK UP THE HILL SAYING ""I'M GOING TO JUMP OFF. I WANT TO DIE"" SCA STAFF TALKED HANI SOWN FROM THE HILL ALTHOUGH HE REMAINED OUTSIDE THE FENCE, AND CONTINUED TO TALK OFF SELF HARM. HE AQUIRED SOME STEEL FROM A BROKEN CHAIR AND SHARP WIRE FROM THE FENCE, HE PUT THE WIRE IN HIS POCKET . SECURITY REQUESTED [REDACTED] RETURN INSIDE THE FENCE. [REDACTED] LEFT THE AREA."
SCA14.0411,2014-07-05,Information,,,Transferees witnessed [REDACTED 1] and [REDACTED 2] stealing playgroup items from tent 70.
SCA14.0731,2014-09-12,Minor,,,[REDACTED] seen near gate by himself. Taken back to his tent.
SCA14.0746,2014-09-16,Information,,RPC3 - Area 9,"In connection with the break in/graffiti incident of tent to Area 9 OPC3 on the 15-09-2014, two parents ([REDACTED 1] and [REDACTED 2]) came forward (they wish to remain anonymous) and said they saw [REDACTED 3], [REDACTED 4] and [REDACTED 5] enter tent 70 around 7pm on Sunday 14.9.14 and leave at a running pace with items up their shirts around the time of 10pm"
SCA14.0963,2014-10-20,Minor,,,[REDACTED 1] said she would kill herself because her child [REDACTED 2] was sick but could not go to SAA because it was full. Instead he was told to go to the old UAM area however [REDACTED 1] did not want this.
SCA14.0856,2014-10-03,Information,INFORMATION,RPC3,"I WAS WALKING PAST IHMS AT OPC1 AND [REDACTED] WAS WALKING TOWARDS IHMS WHILE AN OFFICER WAS HELPING HER. SHE SAID TO ME 'PLEASE HELP ME, SHE DIDN'T LET ME GO AND HAVE MEDICATION' . ANOTHER CLIENT TRANSLATED SOMETHINGS FOR HER SAYING THAT THE OFFICER WITH BLOND HAIR IN SAR'S DIDN'T LET HER GO FOR HER MEDICATION BEFORE LUNCH TIME, SHE WAS IN ALOT OF PAIN AND THIS WAS AT 3.20PM"
SCA14.0123,2014-03-12,Information,Concern for minor raised,,Statement: in relation to verbal abuse amoungst [REDACTED] and (8) other transferees.
SCA14.0646,2014-08-23,Minor,,RAP - Anibare Lodge,On Monday 25th August SCA CM [REDACTED 1] met with [REDACTED 2] and [REDACTED 3]. [REDACTED 2] and [REDACTED 3] reported that at approximately 3am on Saturday 23rd August morning while they were sleeping they were woken by knocks on their door. They reported that an intoxicated Nauruan guard they knew from OPC3 came into the Anibare compared and was knocking on their door and asking the two eldest children ([REDACTED 2] and [REDACTED 3]) to come out of the room and talk to him. They didn't open the door and after about 5 minutes of knocking and yelling out he went away. [REDACTED 2] and [REDACTED 3] also reported that the man then returned at approximately 5am and di the same thing again. The family reported that while they are happy to be out of the OPC3 that they don't feel safe.
SCA14.0066,2014-02-20,Minor,Complaint,RPC1,"In a meeting with [REDACTED 1] informed CSPW [REDACTED 2] that on the previous day (20/2/2014) her bag had gone missing from the guym at OPC1. [REDACTED 1] advised that she told TSA worker on duty that her bag had gone missing with the TSA worker stating that they didn't know anything about it. When [REDACTED 1] said that one of the items in her bag was a writing pad the worker took a pad from the table that [REDACTED 1] knew to belong to another person living in the camp, pulled out the pages that had writing on it and gave it to her. [REDACTED 1] is concerned that no one will follow up with her lost property or that it might be handed out to other people. The bag was a green reusable bag and contained her MP3 charger, some make-up items and her writing pad. [REDACTED 1] was not completely sure of the worker's name but believes it was ""[REDACTED 3]"" and that he is a local worker, not an ex-pat."
SCA14.0213,2014-05-03,Major,Fighting,,[REDACTED 1] instigated physical altercation with [REDACTED 2].
SCA14.0500,2014-07-24,Minor,,,Client was and threatening towards a SCA worker because of a dispute about her not being able to attend a internet excursion because her child would be left alone and be unaccompanied.
SCA14.0169,2014-04-06,,,,Witnessed aftermath of a fight between a number of children at OPC3
SCA14.0862,2014-10-04,Minor,,,[REDACTED] was observed using wire from the fence to scratch up his arm.
SCA14.0863,2014-10-04,Minor,,,"[REDACTED] was removed from rec session due to fighting, he then became very agitated, threw equipment over fence, then climbed over the fence himself."
SCA14.0949,2014-10-16,Minor,,,Packets of cigarettes found in two students bags when leaving RPC1 school - [REDACTED 1] & [REDACTED 2]. Students said the cigarettes belongs to parents
SCA14.1209,2014-12-22,Minor,,,SCA AND WILSONS GUARD SPOKE TO [REDACTED] ABOUT HIM MISBEHAVING
SCA14.1234,2014-10-21,Information,SELF-HARM THREAT,"RPC1, SCHOOL","[REDACTED] WAS DOING HER NUMERACY TEST, I NOTICED THAT ON THE FRONT PAGE SHE HAD WRITTEN: ""I LIKE DEATH"" ""I DON‰Û¡ÌÝå»T WANT LIFE"""
SCA14.0266,2014-05-28,Minor,,,[REDACTED] stated that 2 local students have been regularly bullying and assaulting him. Incident reported to Deputy Principal.
SCA14.0478,2014-07-20,Information,,,"Client [REDACTED 1] was talking to wife [REDACTED 2] who is in Darwin OPC, on the phone. [REDACTED 1] asked SCA worker to speak to his wife, when worker did, she was abusive and threatened violence and concerns for her unborn baby if her husband did not fly to Darwin to be with her."
SCA14.0661,2014-08-26,Minor,,,[REDACTED] threatened to self harm if not taken to the hospital as support for her friend. CM believed this may be a real threat and asked Command 4 Whiskey to check on client
SCA14.0037,2014-01-27,Minor,Complaint,RPC3,"On the 28th of Jan, 2014, CW [REDACTED 1] met with transferee [REDACTED2] who informed that he was involved in an argument with another minor wihin camp 3 on 27.1.14. [REDACTED2] alledges that while arguing with the other transferee, a number of CSOs attended the area. [REDACTED2] alledges that there were two particular CSOs (on male named [REDACTED 3] and one female who name is unknown) shouted at him and told him that they will call the Nauruan police & that the police will come to OPC3, collect him, and lock him in a cell forever & that [REDACTED2] will never leave Nauru. The female CSO then picked up her mobile phone and [REDACTED2] alledges that she said ""Hello, Nauruan"""
SCA14.0042,2014-01-31,Information,Concern for minor raised,,"[REDACTED 1] approached [REDACTED 2] save the children and informed that a CSO had choked his son [REDACTED 3].[REDACTED 2] asked [REDACTED 1] to identify the CSO and he pointed to [REDACTED 4], then incident took place near the fence RPC03."
SCA14.1091,2014-11-22,Minor,Concern for minor raised,MESS,IT WAS NOTICED THAT [REDACTED] WAS UPSET AND HIDING IN THE CORNER WHICH APPEAR TO HAVE BEEN PUT THERE BY HER FATHER. HER FATHER WAS HOLDING A STICK AND APPREARED TO BE INTIMIDATING HER WITH IT. ANOTHER OLDER WOMAN TOOK [REDACTED] INTO HER CARE AWAY FORM HER FATHER
SCA14.0186,2014-04-15,Information,Bullying & Harrassment,,[REDACTED] claimed three Somali women approached and pushed his pregnant wife out of the line with their shoulders. Unable to identify
SCA14.0191,2014-04-16,Minor,Accident / Injury,,[REDACTED 1] claimed an altercation occurred with [REDACTED 2]. Was struck repetedly with a piece of wood.
SCA14.0420,2014-07-07,Information,,,"[REDACTED] is concerned for his mental health and the welfare of his wife, after a call between himself and his wife who is in Darwin."
SCA14.0433,2014-07-09,Information,,,[REDACTED] has lost his razor
SCA14.0434,2014-07-09,Information,,,[REDACTED] is concerned about his wife who has just discovered she is pregnant while in detention in Darwin.
SCA14.0651,2014-08-24,Major,Suicidal Ideation,RAP - Beach House,Case worker [REDACTED 1] met with [REDACTED 2] at approximately 1500hrs at SCA beach house. [REDACTED 2] stated he felt crushed inside and felt more and more depressed each day. [REDACTED 2] expressed concern that the GON wasn't providing him with his basic needs. [REDACTED 2] stated he would go to the GON parliment building to protest if the GON didn't provide him with answers to his questions. [REDACTED 2] stated as a sign of protest he would kill himself. [REDACTED 2] then spoke with CW [REDACTED 3] stating he no longer wanted to live in this life.
