ref,date,reclassified,"riskRating",category,details
SCA15.0146,18/2/2015,NO,MAJOR,Bullying & Harrassment,FOLLOWING PREVIOUS INCIDENT REPORT DATED 18/02/2015 WHERE [REDACTED] DISCLOSED CONCERNS FOR HIS SAFETY DUE TO AN INCIDENT WITH A NAURU-AN GUARD YESTERDAY. [REDACTED] ATTENDED AN APPOINTMENT WITH [REDACTED] FROM IHMS MENTAL HEALTH. ALSO PRESENT WAS FARSI INTERPRETER [REDACTED] DANAIE. THEY RETURNED TO THE SCHOOL AND MET WITH CPCW [REDACTED](HEREIN AFTER REFERRED TO CW). [REDACTED] OUTLINED THAT [REDACTED] REPORTED THE FOLLOWING: HE DOES NOT FEEL SAFE RETURNING TO THE CAMP AS HE IS WORRIED HE WILL BE PHYSICALLY HURT BY THE GUARD AND HE IS UNABLE TO PROTECT HIMSELF. [REDACTED] REPEATED WHAT HAPPENED WHEN HE ATE THE SANDWICH IN THE MESS THE PREVIOUS NIGHT (IR 18/02/2015 13:20) [REDACTED] TOLD US HE WAS WORRIED FOR HIS SAFETY AND THAT HE WAS ALSO WORRIED HE WOULD RET[REDACTED]ATE PHYSICALLY. [REDACTED] ADVISED HE DOES NOT KNOW THE NAME OF THE GUARD HOWEVER HIS FRIENDS DO. [REDACTED] ADVISED THAT WHEN HE RETURNED TO CAMP HE WOULD FIND OUT THE GUARDS NAME THEN ATTEND ECHO AND ASK TO SE WHISKEY 3. HE WILL THEN REPORT THE NAME OF THE GUARD DIRECTLY TO WHISKEY 3. WE THEN DEVELOPED A BRIEF SAFETY PLAN WITH [REDACTED] TO ENSURE HIS SAFETY ONCE HE RETURNED TO CAMP INCLUDING HIM STAYING WITH FRIENDS WHEN IN THE COMMON AREAS AND CONTACT SECURITY OR WHISKEY 3 IF HE WAS CONCERNED FOR HIS SAFETY.
SCA15.0147,19/2/2015,NO,MINOR,Abusive / Aggressive Behaviour,I WAS INSIDE THE REC TENT AND SAW [REDACTED] WITH A MAN I ASSUME WAS HIS FATHER [REDACTED] STANDING OUTSIDE THE REC AREA. THEY WERE IN CLEAR SIGHT OF SECURITY AND CHILDREN IN THE RECREATION AREA. [REDACTED] HAD A LARGE STICK IN HIS HAND AND WAS HOLDING IT UP IN A THREATENING MANNER TOWARDS [REDACTED]. [REDACTED] LOOKED SCARED OF HIS FATHER AND HIS FATHER WAS YELLING AT HIM. I APPROACHED THE FATHER AND TOLD HIM TO PUT THE STICK DOWN AS IT LOOKED LIKE HE WAS GOING TO HIT HIM WITH THE STICK. [REDACTED] LOOKED AT ME AND CONTINUED TO YELL AT [REDACTED]. THEY THEN TURNED AND WALKED AWAY TOWARD THE VOLLEYBALL COURT AREA. I WENT TO THE RECREATION WORKERS AND ASKED FOR THE CHILD'S ID. I PROCEEDED TO THE VOLLEYBALL COURT AREA TO CHECK ON THE CHILD HOWEVER THEY WERE GONE.
SCA15.0148,20/2/2015,YES,MINOR,Non-complaint,"CW [REDACTED] SAW [REDACTED] NEXT TO THE LAUNDRY IN AREA 9. [REDACTED] SAID HE WAS BUSY AS HE WAS BATHING HIS YOUNGEST SON [REDACTED], AND HE HAD NOT SEEN HIS SON [REDACTED] SINCE 8:30AM THIS MORNING. CW IMMEDIATELY CONTACTED WILSON'S STAFF AND ASKED FOR WHISKEY 3 ASSISTANCE TO LOCATE THE CHILD. WILSON'S RECORDS INDICATED THAT [REDACTED] WAS STILL IN AREA 9. [REDACTED] WIFE , [REDACTED] THEN QUICKLY WALKED PAST CW AND INDICATED SHE WAS GOING TO LOOK FOR [REDACTED] IN [REDACTED] ROOM, IN AREA 9. BY 10:15AM [REDACTED] HAD BEEN LOCATED BY HIS MOTHER, [REDACTED] IN [REDACTED]. WHISKEY 3 WAS CANCELLED AS THE CHILD WAS LOCATED. CW SPOKE TO [REDACTED] ABOUT LEAVING THE TENT AND TELLING HIS PARENTS WERE HE WAS.NOTE: RISK AND INCIDENT TYPE CHANGE BY WILSON'S"
SCA15.0149,20/2/2015,YES,MAJOR,Self-Harm,"CW [REDACTED] WAS STANDING IN AREA 1 SAF,S AREA WHEN APPROACHED BY WHISKEY 3 ([REDACTED]) WHO ASKED HIM TO TALK TO CLIENT [REDACTED] WHO HAD SELF HARMED AND WAS SITTING IN THE COMMAND POST AREA. WHISKEY 3 INFORMED CW THAT [REDACTED] HAD SELF HARMED WITH A RAZOR BLADE THAT HAD BEEN REMOVED AND HAD ANOTHER RAZOR OR RAZOR BLADE UNDER HER FOOT. CW SPOKE TO [REDACTED] FOR APPROX 10 MINS AND SHE AGREED TO GIVE CW THE RAZOR. [REDACTED] MOVED HER FOOT TO SHOW CW THE RAZOR AND CW PICKED IT UP AND GAVE IT TO SECURITY. THIS IS ADDITIONAL INFORMATION TO THE INCIDENT REPORT WHICH WAS SUBMITTED BY WHISKEY 3 WITHIN THE ONE HR TIME WINDOW. RISK AND INCIDENT TYPE CHANGE BY WILSON'S"
SCA15.0150,20/2/2015,YES,MINOR,Antisocial Behaviour,"[REDACTED] SAW [REDACTED] ACCESSING PORNOGRAPHIC MATERIAL DURING DURING ENGLISH COMPUTING CLASSES. HE WAS ASKED TO SHUT DOWN THE PROGRAM AND LEAVE THE COMPUTER ROOM. HE HESITATED TO DO THIS, LOOKED EMBARRASSED AND HE SAID THAT THE PAGE JUST POPPED UP ON HIS SCREEN. [REDACTED] STATED THAT THESE PAGES DON'T JUST POP UP. BUT ONCE ASKED AGAIN, HE COMPLIED AND LEFT THE ROOM. HE WAS WARNED IF HE ACCESSES PORNOGRAPHIC MATERIAL AGAIN, HE WOULD BE BANNED FROM USING THE COMPUTERS. NOTE: RISK AND INCIDENT TYPE CHANGE BY WILSON'S"
SCA15.0151,20/2/2015,YES,MINOR,Antisocial Behaviour,"CFCW [REDACTED] WAS SPEAKING WITH [REDACTED] ABOUT HIS GENERAL WELL-BEING. [REDACTED] WAS SITTING WITH TWO OF HIS FRIENDS, ONE OF WHO IS [REDACTED] AND AN UNKNOWN ASYLUM SEEKER. [REDACTED] ASKED ABOUT WHEN THE FAMILIES IN AREA 3 WOULD BE MOVED, AS THE SINGLE ADULT FEMALES HAD BEEN MOVING FROM AREA 4 TO AREA 1. CFCW [REDACTED] ADVISED THAT SHE WAS UNAWARE WHEN THIS WOULD BE. [REDACTED] THEN ADVISED THAT IF HE AND HIS FATHER WERE MOVED INTO A SMALLER SPACE THAN WHERE HE IS NOW HE WOULD ""F@CK THEM ALL UP"", WHEN CFCW ASKED [REDACTED] TO CLARIFY WHAT HE MEANT BY THIS STATEMENT HE STATED ""I WILL F@CK THEM ALL, ALL THE WILSON'S I WILL F@CK THEM ALL"" CFCW [REDACTED] CONTINUED TO ENGAGE WITH [REDACTED] AND SPEAK WITH HIM ABOUT THE ADVOCACY WORK BEING DONE TO TRY AND ADDRESS THIS ISSUE BEFORE THE MOVE. [REDACTED] CONTINUED TO MAKE STATEMENTS THAT HE WOULD PHYSICALLY AND/OR SEXUALLY ASSAULT WILSONS SECURITY STAFF. NOTE: RISK AND INCIDENT TYPE CHANGE BY WILSON'S"
SCA15.0152,20/2/2015,YES,MINOR,Non-complaint,ON FRIDAY 20/2/15 AT 14:HRS CHN [REDACTED] WAS WALKING THROUGH THE VOLLEYBALL COURT AREA AND NOTICED [REDACTED] (AGED 3 YRS) ON THE ROCKS IN THE VOLLEYBALL AREA WITH NO VISIBILITY OF EITHER PARENT. CHN ATTEMPTED TO TALK [REDACTED] DOWN BUT HE CLIMBED FURTHER UP THE ROCKS. [REDACTED] SAID HE THOUGHT THE PARENTS WERE ATTENDING A MEETING IN THE TENT IN AREA 10 AND WENT TO LOOK FOR THEM BUT CAME BACK AND SAID HE COULD NOT SEE THE MOTHER [REDACTED] OR THE FATHER [REDACTED]. CHM APPROACHED THE WILSON'S OFFICERS [REDACTED] AND [REDACTED] AT 14:23HRS TO ASK IF THEY HAD A RADIO AND COULD THEY RADIO THROUGH TO FOXTROT IN AREA 9 TO ASCERTAIN IF THE PARENTS WERE THERE. [REDACTED] AND [REDACTED] OFFERED TO PHYSICALLY GO AND LOOK FOR THE PARENTS IN AREA 9 WHILST CHN STAYED CLOSE TO [REDACTED]. [REDACTED] AND [REDACTED] WERE NOT IN AREA 9 SO THE OFFICERS THEN WENT AND LOOKED IN THE AREA 10 TENT AND FOUND [REDACTED]. [REDACTED] THEN CAME AND HELPED [REDACTED] DOWN FROM THE ROCKS. CHN HAS A BRIEF DISCUSSION WITH [REDACTED] ABOUT BEING AWARE OF [REDACTED]'S WHEREABOUTS AT ALL TIMES. NOTE: RISK AND INCIDENT TYPE CHANGED BY WILSON'S.
SCA15.0153,20/2/2015,NO,MINOR,,"CFCW [REDACTED] WAS OUTSIDE THE REC TENT SUPERVISING CHILDREN PRIOR TO COMMENCEMENT OF REC ACTIVITIES. THERE WERE APPROX 7 CHILDREN IN THE DIRECT VICINITY, NAMES AND ID NOT RECORDED. CFCW WAS ACCOMPANIED BY CFCW [REDACTED]. CFCW WITNESSED [REDACTED] CLIMB THE FENCE OUTSIDE THE REC TENT ON 3-4 OCCASIONS BETWEEN 15:00 AND 16:40PM.[REDACTED] CLIMBED THE FENCE SO THAT HER FEET WERE ON THE TOP RUNG OF THE FENCE AND HER HEAD WAS LEVEL WITH THE ROOF OF THE REC TENT. CFCW [REDACTED] AND CFCW [REDACTED] SPOKE WITH [REDACTED] TO COAX HER DOWN FROM THE FENCE 2-3 TIMES. AT APPROX 16:35PM CFCW [REDACTED] WALKED PAST WITH [REDACTED], [REDACTED]'S FATHER WHO TALKED [REDACTED] DOWN OFF THE FENCE. TWO WILSON CSO, CSO [REDACTED] AND UNIDENTIFIED CSO, HAD ALSO COME OVER AT THE SAME TIME AS CFCW [REDACTED] AND SPOKE TO [REDACTED] ENCOURAGING HER TO CLIMB DOWN FROM THE FENCE. [REDACTED] THEN TOOK [REDACTED] AWAY FROM THE REC AREA."
SCA15.0154,20/2/2015,YES,MINOR,Non-complaint,"CW [REDACTED] AND ARABIC INTERPRETER [REDACTED] MET WITH [REDACTED] DURING THE CONVERSATION [REDACTED] BECAME AGITATED ABOUT THE CONDITIONS AND THE POTENTIAL DANGERS IN THE CAMP THAT COULD RESULT IN INJURY AND DEATH OF HIS DAUGHTERS OF OTHER CHILDREN. [REDACTED] SAID THAT ""THIS IS YOUR RESPONSIBILITY"" AND THEN SAID THAT HE WANTED TO LEAVE HIS CHILDREN IN THE CARE OF SAVE THE CHILDREN. [REDACTED] STATED THAT HE DID NOT WANT TO LOOK AFTER HIS DAUGHTERS ANYMORE AS HE WAS TOO TIRED. [REDACTED] ASKED CW [REDACTED] TO TELL HIM TO WATCH HIS CHILDREN BECAUSE HE WOULD REFUSE. [REDACTED] SAID THAT HE INTENDED ON LEAVING HIS DAUGHTERS WITH THE GUARDS TO GIVE TO SCA TO CARE FOR. CW DISCUSSED SOME OF [REDACTED]'S CONCERNS WITH HIM AND AFTER A SHORT TIME [REDACTED] CONFIRMED THAT HE DID NOT HAVE INTENTIONS OF RELINQUISHING CARE OF HIS CHILDREN THAT DAY, BUT ADDED THAT IT MAY HAPPEN ANOTHER DAY. NOTE: RISK AND INCIDENT TYPE CHANGE BY WILSON'S"
SCA15.0155,20/2/2015,NO,MINOR,Antisocial Behaviour,"CFCW [REDACTED] WAS OUTSIDE THE REC TENT SUPERVISING CHILDREN PRIOR TO COMMENCEMENT OF REC ACTIVITIES. THERE WERE APPROX 7 CHILDREN IN THE DIRECT VICINITY, NAMES AND ID NOT RECORDED. CFCW SAW [REDACTED] SITTING ON A CONCRETE FENCE BLOCK AT THE GATE OF THE REC TENT, TALKING TO [REDACTED] WHO WAS STANDING FACING [REDACTED]. CFCW OBSERVED [REDACTED] ASK [REDACTED] IF HE WANTED TO PRACTICE, CFCW DID NOT HEAR [REDACTED]'S RESPONSE BUT HEARD [REDACTED] CALL OUT TO THE OTHER OLDER CHILDREN GATHERED NEARBY ""HE WANTS TO PRACTICE, HE WANTS TO PRACTICE"". CFCW THEN SAW [REDACTED] ENCOURAGE [REDACTED] TO COPY HIM RAISING HIS ARMS THEN LOWERING HIS ARMS TO HIS SIDE, THEN RAISING AND LOWERING HIS ARMS AGAIN. WHEN [REDACTED] HAD HIS ARMS RAISED THE SECOND TIME [REDACTED] REACHED OUT AND PULLED HIS SHORTS DOWN TO HIS ANKLES. [REDACTED] AND THE OTHER OLDER CHILDREN LAUGHED, [REDACTED] PULLED HIS PANTS UP. CFCW [REDACTED] DOWN TO [REDACTED]S LEVEL AND SPOKE WITH HIM ABOUT HIS BEHAVIOUR. [REDACTED] APOLOGIZED TO [REDACTED]. [REDACTED] THEN WENT OFF AND PLAYED AT THE PLAYGROUND WITH OTHER CHILDREN."
SCA15.0156,20/2/2015,YES,MINOR,Accident / Injury,[REDACTED] TRIPPED AND FELL WHILE PLAYING SOCCER AT NAURU COLLEGE EXCURSION. HE HAD A SCRAPPED ELBOW AND KNEE FROM THE ASPHALT. SCA STAFF POURED BOTTLED WATER OVER THE WOUND TO CLEAN IT AND WILSON'S STAFF SUBSEQUENTLY ADMINISTERED S[REDACTED]NE SOLUTION AND A BANDAGE. RISK RATING CHANGED BY WILSON'S
SCA15.0157,20/2/2015,YES,MINOR,Accident / Injury,"CW [REDACTED] AND FARSI INTERPRETER [REDACTED] MET WITH [REDACTED] AND [REDACTED] (TOX015) AT THEIR TENT. [REDACTED] AND [REDACTED] INFORMED CW OF THE FOLLOWING: [REDACTED] HAS A SORE BACK AND IF THE PAIN BECOMES SHARP SHE CAN'T HOLD HER BALANCE. ON 19/02/2015 [REDACTED] HAD FALLEN IN THE TOILETS AT APPROX 19:00. THE FALL WAS WITNESSED BT 3 CSO OFFICERS AND IHMS HAD VISITED [REDACTED]. FOUR DAYS AGO, [REDACTED] FELL IN THE TOILETS AND [REDACTED] NEEDED TO FORCE THE DOOR OPEN TO GET HER OUT. FIVE DAYS AGO [REDACTED] WAS ALONE AND FELL IN THE SHOWER. NOTE: RISK AND INCIDENT TYPE CHANGED BY WILSON'S. RISK AND INCIDENT TYPE CHANGE BY WILSON'S"
SCA15.0158,20/2/2015,YES,MINOR,Antisocial Behaviour,AT APPROX 17:00[REDACTED] PROCEEDED TO TELL ME ABOUT A RECURRING INCIDENT INVOLVING [REDACTED]. [REDACTED] CLAIMED [REDACTED] HAS BEEN WATCHING [REDACTED] WHILE SHE WAS USING THE TOILET AND ALSO WHILE SHE WAS SHOWERING. [REDACTED] HAD PREVIOUSLY REPORTED THIS TO SCA STAFF AND AN IR WAS SUBMITTED. I ASKED [REDACTED] IF [REDACTED]'S BEHAVIOUR HAD CONTINUED AND SHE CONFIRMED THIS. I TOLD [REDACTED] I WOULD NEED TO TELL SOMEBODY ELSE AND SHE AGREED AND WANTED SOMEBODY TO TALK TO [REDACTED] TO TELL HER TO STOP. NOTE: RISK AND INCIDENT TYPE CHANGED BY WILSON'S. NOTE: RISK AND INCIDENT TYPE CHANGE BY WILSON'S
SCA15.0159,20/2/2015,NO,MAJOR,Self-Harm,"[REDACTED] WITNESSED [REDACTED] WALK UP TO CULTURAL ADVISER [REDACTED] AND STATE THAT SHE WASN'T HAPPY WITH HER ROOM AND IF SHE DIDN'T HAVE HER ROOM CHANGED SHE WAS GOING TO KILL HERSELF. AT THIS POINT SHE SHOWED [REDACTED] A RAZOR BLADE. [REDACTED] AND MYSELF, [REDACTED] . ATTEMPTED TO NEGOTIATE WITH [REDACTED] EXPLAINING IF SHE HANDED OVER THE RAZOR WE WOULD GO AND TALK TO SAVE THE CHILDREN AND SEE WHAT WE COULD ORGANIZE. [REDACTED] DID NOT COMPLY AT THIS POINT. DURING THE COURSE OF THE NEGOTIATION [REDACTED] LEFT TO INFORM WHISKEY 3 AND ROMEO 1. AT THIS TIME [REDACTED] STARTED USING THE RAZOR BLADE TO CREATE MULTIPLE SUPERFICIAL CUTS ABOVE HER RIGHT KNEE. I TOLD HER THIS HAD TO STOP AND SHE EVENTUALLY COMPLIED. I ASKED HER IF SHE HAD ANY OTHER BLADES AND SHE SHOWED MY AN ORANGE RAZOR HIDDEN IN HER BRA. I ASKED IF I COULD HAVE THE RAZORS AND SHE DID NOT COMPLY AT THIS TIME. AT 10:55HRS SHE ACCIDENTALLY DROPPED THE RAZOR BLADE IN HER HAND AND IT FELL BETWEEN TWO GAPE IN THE FLOORING, STILL NOT FOUND. AT 11:20HRS SHE GAVE UP THE SECOND ORANGE RAZOR IN HER BRA. WHISKEY 3 AND A REPRESENTATIVE FROM IHMS MENTAL HEALTH ""[REDACTED]"" ARRIVED AND ASSESSED THAT [REDACTED] NEEDED TO BE PLACED ON A WHISKEY HIGH WATCH, SME"
SCA15.0160,21/2/2015,YES,MINOR,Non-complaint,"CW [REDACTED] AND TIS INTERPRETER [REDACTED] MET WITH [REDACTED]. CW WAS FOLLOWING UP ON A COMPLAINT WHICH STATED THAT [REDACTED] AGED 5, WAS CONTEMPLATING SUICIDE. BEHAVIOR MANAGEMENT REQUESTED CW TO FOLLOW UP. [REDACTED] ADVISED THE FOLLOWING: [REDACTED] WROTE THE COMPLAINT 2-3 DAYS AGO AND DID NOT PUT A NAME ON IT. CW INQUIRED ABOUT WHY HE FELT [REDACTED] WAS CONTEMPLATING SUICIDE. [REDACTED] REFERRED TO AN INCIDENT THAT HAPPENED THE PREVIOUS DAY, IN WHICH [REDACTED] WAS CLIMBING ON A FENCE AND TRIED TO JUMP OFF. CW WITNESSED THE INCIDENT AND IR WA SUBMITTED BY [REDACTED] SCA 20/2/15 APPROX 17:30. ACCORDING TO [REDACTED] THIS IS NOT THE FIRST TIME [REDACTED] HAD THREATENED SUICIDE, 3 MONTHS AGO SHE PUT A BLACK ROPE (ZIP-TIE) AROUND HER NECK. THIS OCCURRED 3 TIMES - ONE OCCASION SHE WAS FOUND BY SECURITY, THE OTHER 2 TIMES HE HAD FOUND HER. [REDACTED] SAID THAT HE HAD TOLD EVERYONE THAT [REDACTED] HAD TRIED TO HAND HERSELF. CW CLARIFIED THAT [REDACTED] WAS REFERRING TO THE ZIP TIES, [REDACTED] CONFIRMED. [REDACTED] WAS UNABLE TO NAME ANYONE HE HAD INFORMED. CW ASKED [REDACTED] , ON A SCALE OF 1-10 (10 BEING CERTAIN). DID HE THINK [REDACTED] WOULD HURT HERSELF TODAY. [REDACTED] RESPONDED, I DON'T KNOW. CW ASKED [REDACTED] IF [REDACTED] HAD TOLD HIM SHE WANTED TO DIE OR HURT HERSELF? [REDACTED] STATED I HAVE NOTED MANY TIMES THAT SHE WANTS TO DO IT BUT SHE DOES NOT SAY IT. AFTER THE CONVERSATION CW DID A WELFARE CHECK ON [REDACTED]. [REDACTED] DID NOT REPRESENT DISTRESSED AND ENGAGED EASILY WITH CW. NOTE: RISK AND INCIDENT TYPE CHANGE BY WILSON'S"
SCA15.0161,22/2/2015,YES,MINOR,Abusive / Aggressive Behaviour,"ON SUNDAY THE 22/2/15 I WAS ROSTERED TO ATTEND AND ASSIST THE BBQ AT RPC3. AN EMAIL HAD BEEN SENT OUT ON SATURDAY INFORMING STAKEHOLDERS OF THE EVENT. [REDACTED] FROM WILSON'S REPLIED THAT HE WOULD PASS THE INFORMATION ON TO RPC3 STAFF. AT 12:30 THERE WAS NO WILSON'S PRESENCE AT THE BBQ BRIEFING. WE PROCEEDED TO BEGIN OUR PREPARATION. WHILE SETTING UP, A GUARD [REDACTED] FROM WILSON'S CAME OVER AND STATED TO ME THAT CHILDREN WERE ASSISTING WITH THE CHAIRS AND PLAYING WITH THE BOLLARDS. ACTIONS THAT TAKE PLACE EVERY WEEK DURING SETUP. I SAID WE WILL TRY TO WATCH OVER THE EQUIPMENT. AT THIS STAGE THERE WERE APPROX 10 WILSON'S IN THE VOLLEYBALL AREA, MANY WRITING NOTES. DURING SETUP OF THE BBQ, ANOTHER WILSON.S GUARD CAME OVER AND QUITE AGGRESSIVELY SAID, ""LISTEN, WHATS GOING ON HERE"" I TOLD HIM THAT THIS TAKES PLACE EVERY SUNDAY. I DIDN'T UNDERSTAND WHY HE WAS ASKING AS WILSON'S ARE AT THE BBQ WEEKLY. THIS SEEMED TO ANGER HIM, AND WITH A RAISED VOICE SAID WORDS TO THE EFFECT OF ' HE HADN'T BEEN TO THE BBQ FOR 4 WEEKS"" AND THEN WALKED OFF TALKING IN A RAISED VOICE. IM NOT SURE OF ALL HE SAID, BUT OTHER SCA STAFF DISTINCTLY HEARD HIM SAY THE WORD ""FUCKING"". IM NOT SURE IF ANY CHILDREN HEARD, BUT BELIEVE SOME PARENTS MAY HAVE. ONE OF THE OTHER GUARDS CAME OVER AND SAID ""YOU GOTTA DEAL WITH HIM OR WE HAVE TO GET THE OTHER GIRL DOWN"" I HAD LITTLE IDEA WHAT THIS MEANT, BUT MAY HAVE HAD REFERENCE TO THE FEMALE STAFF MEMBER THAT APPEARED TO BE IN CHARGE EARLIER. I FELT QUITE INTIMIDATED BY THE FIRST GUARD WHEN HE GOT ANGRY. NOTE: RISK AND INCIDENT TYPE CHANGE BY WILSON'S"
SCA15.0162,22/2/2015,NO,MAJOR,Assault on a Minor,"CW [REDACTED] SPOKE WITH [REDACTED], [REDACTED] AND [REDACTED] WHOM INFORMED THE FOLLOWING: AT APPROX 11:15 TODAY, THE BOYS WERE IN TENT [REDACTED]. LOCAL CSO OFFICER [REDACTED] ENTERED THE TENT YELLING AT THEM. THE BOYS ACTED OUT FOR CW THAT [REDACTED] GRABBED [REDACTED] BY THE THROAT AND PUSHED HIM TO THE GROUND. WHEN [REDACTED] TRIED TO GET UP, [REDACTED] PICKED HIM UP BY THE SHIRT, HELD HIS ARMS AND SWUNG AND THREW HIM TOWARDS THE EXIT. [REDACTED] ALSO PUSHED [REDACTED] ARM BEHIND [REDACTED]""S BACK WHICH [REDACTED] SAID CAUSED HIM PAIN. THE BOYS SAID THEY HAD TOLD A FEMALE IHMS STAFF MEMBER AT APPROX 11:30. CW [REDACTED] DISCUSSED WITH THE BOYS WAYS THEY COULD STAY SAFE FOR THE EVENING. OPTIONS IDENTIFIED INCLUDED: STAYING TOGETHER, KEEPING IN COMMON AREAS, AND STAYING CLOSE TO THEIR PARENTS."
SCA15.0163,22/2/2015,NO,MINOR,Antisocial Behaviour,"CW [REDACTED] SPOKE WITH [REDACTED], [REDACTED], [REDACTED] AND [REDACTED] WHOM INFORMED THE FOLLOWING: AT APPROX 16:00 TODAY, THE BOYS WERE WAITING TO USE THE INTERNET, A LOCAL NAURUAN GUARD TOLD THEM THAT ""WHEN YOU GET OUT, I WILL TELL MY SON AND WIFE TO HIT YOU"". THE BOYS POINTED OUT THE GUARD TO CW. CW ASKED CSO THE BOYS IDENTIFIED FOR HIS NAME. CSO STATED HIS NAME IS [REDACTED]"
SCA15.0164,23/2/2015,NO,MAJOR,Assault,"TODAY IN OUR REC SESSION WHEN COLORING, MINOR [REDACTED] BECAME EASILY FRUSTRATED. SHE PROCEEDED TO RIP UP PAPER , KICK SCA STAFF MEMBER, [REDACTED], DRAW ON HER ARM AND PUT PAPER DOWN HER BACK. SCA STAFF IGNORED [REDACTED]""S BEHAVIOUR AS RECOMMENDED BY VULNERABLE CHILDREN'S MEETING STRATEGIES PUT IN PLACE. SCA STAFF MEMBER [REDACTED] LEFT THE SITUATION AND [REDACTED] APPROACHED STAFF TO COLOR AGAIN. STAFF [REDACTED] STATED TO [REDACTED] THAT SHE WOULD COLOR WITH HER ON THE PROVISION SHE HELPED CLEAN UP THE PAPER SHE HAD THROWN ON THE FLOOR. [REDACTED] RESPONDED WELL TO THIS AND RE ENGAGED IN THE ACTIVITY. [REDACTED] WAS HAPPILY DRAWING WHEN SCA STAFF MEMBER [REDACTED] AVERTED HER ATTENTION TO ANOTHER CHILD AND [REDACTED] BECAME EASILY ANGERED BECAUSE [REDACTED] WASN'T HELPING HER WITH HER COLORING. AT THIS STAGE [REDACTED] STARTED TO TRY AND PUSH THE TABLE OVER,[REDACTED] PROCEEDED TO PICK UP A STICK AND WAS BANGING THE STICK ON THE TABLE, STAFF [REDACTED] ASKED SEVERAL TIMES FOR HER TO STOP AND EVENTUALLY SHE HIT ONE OF THE OTHER CHILDREN ON THE HAND. AT THIS POINT SCA STAFF [REDACTED] CALLED FOR WILSON'S SECURITY. SCA STAFF MEMBER [REDACTED] ATTEMPTED TO REMOVE THE STICK FROM [REDACTED] WITH NO SUCCESS AND WAS BITTEN IN THE PROCESS. ANOTHER SCA STAFF MEMBER, MYSELF. THEN ATTEMPTED TO REMOVE THE STICK AND CARRIED [REDACTED] OUTSIDE THE ROOM. SHE ENDED UP ON THE GROUND OUTSIDE THE ROOM, THRASHING AROUND, SWEARING AT STAFF AND WHIPPING THE STICK AT ME MULTIPLE TIMES, I WAS BITTEN AND RECEIVED A WELT ON MY ARM IN THE PROCESS. SECURITY [REDACTED] ARRIVED AND SUCCESSFULLY REMOVED THE STICK FROM [REDACTED] AND ASKED HER TO LEAVE. [REDACTED] THEN STARTED PUNCHING AND LASHING OUT AT THE SECURITY GUARD [REDACTED]. SCA STAFF [REDACTED] ADVISED THE SECURITY GUARD TO LEAVE THE SITUATION. [REDACTED] FOLLOWED THE SECURITY TO THE EXIT BUT DIDN'T LEAVE. I WENT TO THE PLAYGROUND AND ASKED SECURITY TO RADIO FOR HER FATHERS ASSISTANCE. SECURITY STAFF [REDACTED] INFORMED ME THAT THEY COULDN'T ASSIST IN LOCATING THE FATHER BECAUSE SOMEONE IN THE PLAYGROUND WAS ON HIGH WATCH ALERT. SECURITY [REDACTED] THEN RE-ENTERED THE RECREATION TENT WITH SCA STAFF TO ASSIST IN ESCORTING [REDACTED] OUT FOR THE SECOND TIME. [REDACTED] STARTED CURSING THE SECURITY GUARD [REDACTED]. I LEFT THE RECREATION TENT TO FIND HER FATHER WHO WAS QUICKLY SPOTTED IN THE VOLLEYBALL AREA. [REDACTED] SPOTTED HER FATHER AS HE WAS WALKING TOWARD THE TENT AND RAN TO HIM. I INFORMED THE FATHER OF THE SITUATION AND SAID SCA STAFF WOULD COME AND SPEAK TO HIM ONCE [REDACTED] HAD CALMED DOWN. SECURITY ALSO ENGAGED IN SPEAKING TO THE FATHER. [REDACTED] PROCEEDED TO PICK UP HANDFULS OF ROCKS AND THROW THEM AT SECURITY GUARDS SITTING AT A PICNIC TABLE BY THE PLAYGROUND. SCA STAFF ENCOURAGED CHILDREN HANGING AROUND TO LEAVE THE SITUATION. DUE TO [REDACTED] S BEHAVIOUR, TWO OTHER BOYS STARTED ACTING AGGRESSIVELY TOWARD STAFF. [REDACTED] PUNCHED SEVERAL SCA STAFF IN THE STOMACH AND BACK REGIONS IN THE MIDST OF THIS INCIDENT. [REDACTED] AND [REDACTED] ALSO PICKED UP PENCILS AND ATTEMPTED TO STRIKE STAFF MEMBER [REDACTED]. SCA STAFF EVENTUALLY ESCORTED THE BOYS OUT OF THE RECREATION TENT, AFTER THE SITUATION WITH [REDACTED] HAD DISSOLVED"
